scode	school	cscode	center	center_address	allocation	distance_km
27113	काठमाडौ वर्नहार्ट मा.वि., बल्खु	27319	GYANODAYA SECONDARY SCHOOL	BAFAL	200	0.3383387915491176
27113	काठमाडौ वर्नहार्ट मा.वि., बल्खु	27305	GREENFIELD NATIONAL SECONDARY SCHOOL	SITAPAILA	200	0.30646195891350836
27113	काठमाडौ वर्नहार्ट मा.वि., बल्खु	27311	SITAPAILA SECONDARY SCHOOL	SITAPAILA	200	0.8771965626631949
27113	काठमाडौ वर्नहार्ट मा.वि., बल्खु	27144	NEPALAYA SECONDARY SCHOOL	KALANKISTHAN	197	0.8009920851100071
27042	नेपाल काण्ठमण्डप मा.वि., कलंकी	27144	NEPALAYA SECONDARY SCHOOL	KALANKISTHAN	135	0.5908983820971804
27042	नेपाल काण्ठमण्डप मा.वि., कलंकी	27135	RICHMOND ACADEMY SECONDARY SCHOOL	KALANKI	200	0.8000750234458017
27042	नेपाल काण्ठमण्डप मा.वि., कलंकी	27319	GYANODAYA SECONDARY SCHOOL	BAFAL	200	0.38109356190271887
27042	नेपाल काण्ठमण्डप मा.वि., कलंकी	27113	KATHMANDU BERNHEART SECONDARY SCHOOL	BALKHU	15	0.5005511112505767
27057	नोवेल एकाडेमी मा.वि., नयाँवानेश्वर	27126	KNOWLEDGE AND WISDOM ACADEMY SECONDARY SCHOOL	NAYA BANESHWAR	200	0.3427606076657611
27057	नोवेल एकाडेमी मा.वि., नयाँवानेश्वर	27117	NEPAL MEGHA COLLEGE	BABARMAHAL	200	0.385098162747161
27057	नोवेल एकाडेमी मा.वि., नयाँवानेश्वर	27083	COLUMBUS SECONDARY SCHOOL	SHANKHAMUL	200	0.5520477714274894
27057	नोवेल एकाडेमी मा.वि., नयाँवानेश्वर	27119	PREMIER SECONDARY SCHOOL	NAYABANESHWAR	200	0.6882396714237206
27057	नोवेल एकाडेमी मा.वि., नयाँवानेश्वर	27081	SWAPNA BATIKA ACADEMY	BUDDHANAGAR	150	0.8479872136132628
27063	हिमालयन ह्वाइट हाउस इन्टरनेशनल मा.वि., नयाँ वानेश्वर	27017	BINAYAK SUDHA NIKETAN SECONDARY SCHOOL	BANESHWAR	200	0.4671660125808557
27063	हिमालयन ह्वाइट हाउस इन्टरनेशनल मा.वि., नयाँ वानेश्वर	27263	COLLEGE OF NATIONAL ACADEMIC SQUARE	KOTESHWOR	200	0.5677008904358555
27063	हिमालयन ह्वाइट हाउस इन्टरनेशनल मा.वि., नयाँ वानेश्वर	27118	TRITON INTERNATIONAL SECONDARY SCHOOL	SUBDHANAGAR TINKUNE	200	0.36953738462771324
27063	हिमालयन ह्वाइट हाउस इन्टरनेशनल मा.वि., नयाँ वानेश्वर	27064	HIMALAYA ENGLISH BOARDING SECONDARY SCHOOL	KOTESHWOR	200	0.45960212725593425
27063	हिमालयन ह्वाइट हाउस इन्टरनेशनल मा.वि., नयाँ वानेश्वर	27257	GLACIER INTERNATIONAL SECONDARY SCHOOL	SHANTINAGAR	9	0.5868428709468924
27152	काठमाडौं स्कुल अफ सेन्ट्रल स्टेट, सोल्टिमोड,कालिमाटी	27340	JANAPRABHAT SECONDARY SCHOOL	KALIMATI	200	0.22752138074924141
27152	काठमाडौं स्कुल अफ सेन्ट्रल स्टेट, सोल्टिमोड,कालिमाटी	27006	HOLYVISION SECONDARY SCHOOL	TAHACHAL	200	0.5604411741030358
27152	काठमाडौं स्कुल अफ सेन्ट्रल स्टेट, सोल्टिमोड,कालिमाटी	27043	JANAMAITRI MULTIPLE CAMPUS	KULESHWAR	147	0.6166688856708776
27319	ज्ञानोदय मा.वि., पुरानो कालिमाटी, बाफल	27095	EDMARK ACADEMY SECONDARY SCHOOL	KALANKI	200	0.5412203885675897
27319	ज्ञानोदय मा.वि., पुरानो कालिमाटी, बाफल	27447	JANAPATH SECONDARY SCHOOL	KALANKI	200	1.023356761237496
27319	ज्ञानोदय मा.वि., पुरानो कालिमाटी, बाफल	27080	CAPITAL HILL ACADEMY SECONDARY SCHOOL	TEKU	200	1.8654028858156995
27319	ज्ञानोदय मा.वि., पुरानो कालिमाटी, बाफल	27340	JANAPRABHAT SECONDARY SCHOOL	KALIMATI	42	0.9452478320946103
27003	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	200	0.040825090130492986
27003	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27086	MANMOHAN MEMORIAL COLLEGE	SORAKHUTTA	200	0.500053717668479
27003	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27018	WHITE FIELD SECONDARY SCHOOL	KHUSIBU	200	1.1180132834869108
27003	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27337	NEPAL YOUBAK SECONDARY SCHOOL	PAKANAJOL	200	0.6661798343226321
27003	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27208	MANASALU PUBLIC SECONDARY SCHOOL	NAYABAZAR	200	0.7150023599417773
27439	ग्लोबल स्कुल, मध्यवानेश्वर	27133	GLOBAL COLLEGE OF MANAGEMENT	BANESHWAR	200	0.09047828137992048
27439	ग्लोबल स्कुल, मध्यवानेश्वर	27240	SHARADA SECONDARY SCHOOL	GAUSHALA	200	1.0576513455701595
27439	ग्लोबल स्कुल, मध्यवानेश्वर	27036	ST.LAWERENCE SECONDARY SCHOOL	CHABAHIL	200	1.829830517773865
27439	ग्लोबल स्कुल, मध्यवानेश्वर	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	15	1.8777081448610071
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27159	BIJAY SMARAK MA VI	DILLIBAZAR	200	0.22778799442773992
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27084	SIDDHARTHA ACADEMY SECONDARY SCHOOL	BAFAL	200	0.7180878518166628
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27192	PADMAKANYA BIDYASHRAM SECONDARY SCHOOL	DILLIBAZAR	200	0.19769805506316349
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27174	PADMODAYA SECONDARY SCHOOL	RAMSHAPATH	200	0.43293695400173915
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27051	UNIGLOBE MA VI	KAMALADI	200	0.6313237886041407
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27011	VISHWO NIKETAN SECONDARY SCHOOL	TRIPURESHWAR	200	1.7704321865124715
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27104	THE TIMES ENGLISH SCHOOL	DILLIBAZAR	200	0.5698981095211547
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27505	SHANTI SIKSHYA SECONDARY SCHOOL	THAHITI	200	1.7039370811973218
27007	ट्रिनीटी इन्टरनेशनल मा.वि., डिल्लीबजार	27101	KATHMANDU MODEL SECONDARY SCHOOL	BAGBAZAR	100	0.6969838342849073
27040	ग्रामीण आदर्श बहुमुखी क्याम्पस, नेपालटार	27271	ANGELS HEART SECONDARY SCHOOL	TARAKESHWAR	200	0.9509311232325282
27040	ग्रामीण आदर्श बहुमुखी क्याम्पस, नेपालटार	27242	MAN SINGH DHARMA SECONDARY SCHOOL	MANAMAIJU	200	0.9005572728724734
27040	ग्रामीण आदर्श बहुमुखी क्याम्पस, नेपालटार	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	200	1.4747949838931322
27040	ग्रामीण आदर्श बहुमुखी क्याम्पस, नेपालटार	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	189	0.6308388062077438
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27084	SIDDHARTHA ACADEMY SECONDARY SCHOOL	BAFAL	199	0.22640073300631666
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27104	THE TIMES ENGLISH SCHOOL	DILLIBAZAR	200	0.7777213308994523
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27051	UNIGLOBE MA VI	KAMALADI	200	0.22009156783177938
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27039	KANYA MANDIR SECONDARY SCHOOL	NAKHYA	200	1.0502296597943614
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27341	JUDDHODAYA SECONDARY SCHOOL	CHETRAPATI	200	1.0808799923426207
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27505	SHANTI SIKSHYA SECONDARY SCHOOL	THAHITI	200	1.0075555216317404
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27192	PADMAKANYA BIDYASHRAM SECONDARY SCHOOL	DILLIBAZAR	200	0.7356127609181287
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27021	ANAPURNA SECONDARY SCHOOL	JYATHA	200	0.6431152534122843
27101	काठमाण्डौ मोडेल मा.वि., वागवजार	27174	PADMODAYA SECONDARY SCHOOL	RAMSHAPATH	177	0.6274729604784409
27022	पशुपति बहुमुखी क्याम्पस, चावहिल	27238	PUSPA MEMORIAL CAMPUS	CHABAHIL	200	0.5057933757467208
27022	पशुपति बहुमुखी क्याम्पस, चावहिल	27102	JAGIT MANDIR SECONDARY SCHOOL	CHABAHIL	200	0.3319196235751102
27022	पशुपति बहुमुखी क्याम्पस, चावहिल	27097	BRILLENT EDUCATION SECONDARY SCHOOL	CHABAHIL	159	0.33868517254703706
27246	सेन्ट जेभियर्स कलेज माइतीघर	27136	EVEREST CAMPUS	THAPATHALI	200	0.35166979256414127
27246	सेन्ट जेभियर्स कलेज माइतीघर	27011	VISHWO NIKETAN SECONDARY SCHOOL	TRIPURESHWAR	200	0.8784745159229013
27246	सेन्ट जेभियर्स कलेज माइतीघर	27159	BIJAY SMARAK MA VI	DILLIBAZAR	75	1.4222718583770313
27246	सेन्ट जेभियर्स कलेज माइतीघर	27117	NEPAL MEGHA COLLEGE	BABARMAHAL	34	0.7013875088841498
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27136	EVEREST CAMPUS	THAPATHALI	200	0.5434582508874125
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27083	COLUMBUS SECONDARY SCHOOL	SHANKHAMUL	100	1.9288236984163565
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27117	NEPAL MEGHA COLLEGE	BABARMAHAL	200	1.5630122077187414
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27137	MADAN BHANDARI SMIRITI SECONDARY SCHOOL	NAYA BANESHWAR	200	1.7243642464997877
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27195	JUBLIENT SECONDARY SCHOOL	KALIMATI	200	1.4205395311312798
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27174	PADMODAYA SECONDARY SCHOOL	RAMSHAPATH	64	1.3488309077954288
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27057	NOBEL ACADEMY SECONDARY SCHOOL	NAYA BANESHWAR	200	1.9479900185046908
27011	विश्व निकेतन मा.वि., त्रिपुरेश्वर	27081	SWAPNA BATIKA ACADEMY	BUDDHANAGAR	2	1.9581572272869343
27478	मनासलु व्लर्ड स्कुल, चुच्चेपाटी, काठमाडौं	27204	LUMBINI ACADEMY	CHUCHIPATI	200	0.12553060163772292
27478	मनासलु व्लर्ड स्कुल, चुच्चेपाटी, काठमाडौं	27339	PASHUPATI MITRA SECONDARY SCHOOL	CHABAHIL	200	0.5046458832823034
27478	मनासलु व्लर्ड स्कुल, चुच्चेपाटी, काठमाडौं	27050	XAVIER INTERNATIONAL SECONDARY SCHOOL	KALOPUL	193	0.22413073542639594
27017	विनायक सुधा निकेतन मा.वि., मीनभवन	27257	GLACIER INTERNATIONAL SECONDARY SCHOOL	SHANTINAGAR	200	0.20631323697530804
27017	विनायक सुधा निकेतन मा.वि., मीनभवन	27118	TRITON INTERNATIONAL SECONDARY SCHOOL	SUBDHANAGAR TINKUNE	200	0.35177728150464693
27017	विनायक सुधा निकेतन मा.वि., मीनभवन	27119	PREMIER SECONDARY SCHOOL	NAYABANESHWAR	190	0.6190765608755244
27017	विनायक सुधा निकेतन मा.वि., मीनभवन	27076	NASA INTERNATIONAL SECONDARY SCHOOL	GAIRIGAUN	146	0.7627235839369235
27207	हेराल्ड मा.वि, बसुन्धरा, काठमाडौं	27091	ACTIVE ACADEMY	BASUNDHARA	200	0.12842433338159676
27207	हेराल्ड मा.वि, बसुन्धरा, काठमाडौं	27045	SOUTH WESTERN ACADEMY SECONDARY SCHOOL	BASUNDHARA	200	0.4835387676303701
27207	हेराल्ड मा.वि, बसुन्धरा, काठमाडौं	27147	TILINGATAR SECONDARY SCHOOL	DHAPASI	200	0.4117076970984281
27207	हेराल्ड मा.वि, बसुन्धरा, काठमाडौं	27278	BASBARI SECONDARY SCHOOL	BASBARI	200	1.568038178157598
27207	हेराल्ड मा.वि, बसुन्धरा, काठमाडौं	27244	MONOHAR SECONDARY SCHOOL	GONGABU	200	1.1434998911424827
27207	हेराल्ड मा.वि, बसुन्धरा, काठमाडौं	27164	SHIVAPURI SECONDARY SCHOOL	MAHARJGUNJ	143	1.3521206688256333
27127	क्यापिटल मा.वि., कोटेश्वर	27349	COSMIC INTERNATIONAL ACADEMY	KOTESHWOR	200	0.18231610467314857
27127	क्यापिटल मा.वि., कोटेश्वर	27187	GRAMMER PUBLIC SECONDARY SCHOOL	KOTESHWOR	200	0.6653607781431632
27127	क्यापिटल मा.वि., कोटेश्वर	27263	COLLEGE OF NATIONAL ACADEMIC SQUARE	KOTESHWOR	200	0.6696645532385438
27127	क्यापिटल मा.वि., कोटेश्वर	27064	HIMALAYA ENGLISH BOARDING SECONDARY SCHOOL	KOTESHWOR	200	0.7608286766746768
27127	क्यापिटल मा.वि., कोटेश्वर	27425	KOTESHWOR SARASWATI SECONDARY SCHOOL	KOTESHWOR	200	0.8736448220494804
27127	क्यापिटल मा.वि., कोटेश्वर	27179	KOTESHWOR MULTIPLE CAMPUS	JADIBUTI	200	1.01495327035158
27127	क्यापिटल मा.वि., कोटेश्वर	27072	BANESHWAR CAMPUS	SHANTINAGAR	10	1.748996928230062
27119	प्रिमियर मा.वि., नयाँवानेश्वर	27126	KNOWLEDGE AND WISDOM ACADEMY SECONDARY SCHOOL	NAYA BANESHWAR	192	0.3596770391599859
27119	प्रिमियर मा.वि., नयाँवानेश्वर	27257	GLACIER INTERNATIONAL SECONDARY SCHOOL	SHANTINAGAR	133	0.5897636691096084
27119	प्रिमियर मा.वि., नयाँवानेश्वर	27081	SWAPNA BATIKA ACADEMY	BUDDHANAGAR	200	0.8273008164430729
27119	प्रिमियर मा.वि., नयाँवानेश्वर	27117	NEPAL MEGHA COLLEGE	BABARMAHAL	75	1.0240319983257247
27119	प्रिमियर मा.वि., नयाँवानेश्वर	27188	RATNA RAJYA SECONDARY SCHOOL	BANESHWAR	57	0.9671256874102147
27077	टेक्सास इ मा.वि, मित्रपार्क,	27097	BRILLENT EDUCATION SECONDARY SCHOOL	CHABAHIL	200	0.18266062429933985
27077	टेक्सास इ मा.वि, मित्रपार्क,	27102	JAGIT MANDIR SECONDARY SCHOOL	CHABAHIL	200	0.3981062167912374
27077	टेक्सास इ मा.वि, मित्रपार्क,	27238	PUSPA MEMORIAL CAMPUS	CHABAHIL	200	0.7309298933809644
27077	टेक्सास इ मा.वि, मित्रपार्क,	27050	XAVIER INTERNATIONAL SECONDARY SCHOOL	KALOPUL	200	0.9820332855102236
27077	टेक्सास इ मा.वि, मित्रपार्क,	27022	PASHUPATI MULTIPLE CAMPUS	SUKEDHARA	4	0.3589281516715478
27435	प्रोग्रेसिभ इङ्गलिस मा वि, महांकाल	27282	KATHMANDU UNIFIED SECONDARY SCHOOL	CHABAHIL	200	0.5943933125052877
27435	प्रोग्रेसिभ इङ्गलिस मा वि, महांकाल	27247	MAHENDRA BOUDHA SECONDARY SCHOOL	CHABAHIL	200	0.8864126131142587
27435	प्रोग्रेसिभ इङ्गलिस मा वि, महांकाल	27339	PASHUPATI MITRA SECONDARY SCHOOL	CHABAHIL	200	1.0804361411658696
27435	प्रोग्रेसिभ इङ्गलिस मा वि, महांकाल	27344	JOSEPH ENGLISH SCHOOL	BOUDHA MAHANKAL	200	0.6135593163300387
27435	प्रोग्रेसिभ इङ्गलिस मा वि, महांकाल	27235	ROYALTY SECONDARY SCHOOL	GOKARNESHWAR	120	0.8502859548443626
27104	द टाइम्स मा.वि., डिल्लीबजार	27192	PADMAKANYA BIDYASHRAM SECONDARY SCHOOL	DILLIBAZAR	150	0.3873498816410943
27104	द टाइम्स मा.वि., डिल्लीबजार	27449	NANDI SECONDARY SCHOOL	NAXAL	200	0.5845005543936174
27104	द टाइम्स मा.वि., डिल्लीबजार	27051	UNIGLOBE MA VI	KAMALADI	100	0.5736102764617388
27104	द टाइम्स मा.वि., डिल्लीबजार	27341	JUDDHODAYA SECONDARY SCHOOL	CHETRAPATI	53	1.6484824983875124
27036	सेन्ट लरेन्स मा.वि, चावहिल	27102	JAGIT MANDIR SECONDARY SCHOOL	CHABAHIL	66	0.47809346129545116
27036	सेन्ट लरेन्स मा.वि, चावहिल	27478	MANASALU WORLD SECONDARY SCHOOL	CHUCHIPATI CHABAHIL	200	0.5455103976649913
27036	सेन्ट लरेन्स मा.वि, चावहिल	27339	PASHUPATI MITRA SECONDARY SCHOOL	CHABAHIL	25	0.24167166697117265
27036	सेन्ट लरेन्स मा.वि, चावहिल	27204	LUMBINI ACADEMY	CHUCHIPATI	200	0.6176196917150183
27036	सेन्ट लरेन्स मा.वि, चावहिल	27282	KATHMANDU UNIFIED SECONDARY SCHOOL	CHABAHIL	27	1.3465442953590083
27051	युनिग्लोब मा.वि, कमलादी	27021	ANAPURNA SECONDARY SCHOOL	JYATHA	200	0.7527486906620935
27051	युनिग्लोब मा.वि, कमलादी	27341	JUDDHODAYA SECONDARY SCHOOL	CHETRAPATI	200	1.1591591151590097
27051	युनिग्लोब मा.वि, कमलादी	27505	SHANTI SIKSHYA SECONDARY SCHOOL	THAHITI	100	1.112622764664411
27051	युनिग्लोब मा.वि, कमलादी	27241	TANGAL SECONDARY SCHOOL	TANGAL	200	1.4520874472155991
27051	युनिग्लोब मा.वि, कमलादी	27195	JUBLIENT SECONDARY SCHOOL	KALIMATI	200	1.7998431726933826
27051	युनिग्लोब मा.वि, कमलादी	27449	NANDI SECONDARY SCHOOL	NAXAL	59	0.8319859305833242
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27091	ACTIVE ACADEMY	BASUNDHARA	200	0.49301267875436333
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27242	MAN SINGH DHARMA SECONDARY SCHOOL	MANAMAIJU	200	1.5250835747342897
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	200	1.1131321275849397
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27244	MONOHAR SECONDARY SCHOOL	GONGABU	125	0.6550032215006849
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27219	TAKSHASHILA ACADEMY	SAMAKHUSHI	200	0.5545888015131719
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27147	TILINGATAR SECONDARY SCHOOL	DHAPASI	150	0.9088077762512643
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27164	SHIVAPURI SECONDARY SCHOOL	MAHARJGUNJ	200	1.0766567488489
27045	साउथ वेस्टर्न स्टेट मा.वि., बसुन्धारा	27060	LINCOLN SECONDARY SCHOOL	GONGABU	3	0.9088716605533048
27519	नामी इन्टरनेश्नल मा.वि., गोकर्णेश्वर, जोरपाटी	27335	AKASHDEEP ENGLISH SECONDARY SCHOOL	JORPATI	200	0.26814939253754494
27519	नामी इन्टरनेश्नल मा.वि., गोकर्णेश्वर, जोरपाटी	27366	VENUS PUBLIC SCHOOL	JORPATI	200	1.1572058400030345
27519	नामी इन्टरनेश्नल मा.वि., गोकर्णेश्वर, जोरपाटी	27482	ATLANTIC BOARDING SECONDARY SCHOOL	JORPATI	108	0.266148710012094
27029	गोल्डेनगेट इन्टरनेशनल मा.वि., वत्तीसपुतली	27133	GLOBAL COLLEGE OF MANAGEMENT	BANESHWAR	200	0.3898003530845531
27029	गोल्डेनगेट इन्टरनेशनल मा.वि., वत्तीसपुतली	27188	RATNA RAJYA SECONDARY SCHOOL	BANESHWAR	200	0.9278167624038592
27029	गोल्डेनगेट इन्टरनेशनल मा.वि., वत्तीसपुतली	27241	TANGAL SECONDARY SCHOOL	TANGAL	197	1.6303119068988121
27029	गोल्डेनगेट इन्टरनेशनल मा.वि., वत्तीसपुतली	27240	SHARADA SECONDARY SCHOOL	GAUSHALA	200	0.9736873551759339
27029	गोल्डेनगेट इन्टरनेशनल मा.वि., वत्तीसपुतली	27104	THE TIMES ENGLISH SCHOOL	DILLIBAZAR	36	1.4892110838871973
27029	गोल्डेनगेट इन्टरनेशनल मा.वि., वत्तीसपुतली	27072	BANESHWAR CAMPUS	SHANTINAGAR	149	1.785433856169058
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27081	SWAPNA BATIKA ACADEMY	BUDDHANAGAR	148	0.6874231132677373
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27017	BINAYAK SUDHA NIKETAN SECONDARY SCHOOL	BANESHWAR	200	0.7295739742171083
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27187	GRAMMER PUBLIC SECONDARY SCHOOL	KOTESHWOR	200	0.7290895558149766
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27425	KOTESHWOR SARASWATI SECONDARY SCHOOL	KOTESHWOR	184	0.564875238976649
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27064	HIMALAYA ENGLISH BOARDING SECONDARY SCHOOL	KOTESHWOR	12	1.1036904522254938
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27057	NOBEL ACADEMY SECONDARY SCHOOL	NAYA BANESHWAR	200	1.0013030794150828
27172	लिभरपुल आ.मा.वि., नयाँ वानेश्वर	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	14	1.1038098289917406
27156	रिलायन्स इन्टरनेशनल एकेडेमी,कपन	27245	BAL UDDHAR SECONDARY SCHOOL	KAPAN	200	0.18677128015651273
27156	रिलायन्स इन्टरनेशनल एकेडेमी,कपन	27200	JANAKALYAN SECONDARY SCHOOL	BOUDHA	200	0.5708994537372408
27156	रिलायन्स इन्टरनेशनल एकेडेमी,कपन	27282	KATHMANDU UNIFIED SECONDARY SCHOOL	CHABAHIL	200	0.5446009181317404
27156	रिलायन्स इन्टरनेशनल एकेडेमी,कपन	27344	JOSEPH ENGLISH SCHOOL	BOUDHA MAHANKAL	200	0.5098391236988019
27156	रिलायन्स इन्टरनेशनल एकेडेमी,कपन	27345	JUGAL ENGLISH MEDIUM SCHOOL	KAPAN	125	0.337667826493998
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27238	PUSPA MEMORIAL CAMPUS	CHABAHIL	100	0.46245878632908705
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27022	PASHUPATI MULTIPLE CAMPUS	SUKEDHARA	200	0.6338757115772151
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27435	PROGRESSIVE ENGLISH SECONDARY SCHOOL	MAHAKAL	200	0.7522157318215947
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27036	ST.LAWERENCE SECONDARY SCHOOL	CHABAHIL	186	0.3443377186748327
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27204	LUMBINI ACADEMY	CHUCHIPATI	50	0.3305072720120847
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27245	BAL UDDHAR SECONDARY SCHOOL	KAPAN	200	1.684401100018337
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	200	0.9030644325804759
27050	जेभियर्स इन्टरनेशनल मा.वि., कालोपुल	27282	KATHMANDU UNIFIED SECONDARY SCHOOL	CHABAHIL	3	1.0737035562362032
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27188	RATNA RAJYA SECONDARY SCHOOL	BANESHWAR	200	0.5707946936673781
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27057	NOBEL ACADEMY SECONDARY SCHOOL	NAYA BANESHWAR	150	1.2991335398908332
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27240	SHARADA SECONDARY SCHOOL	GAUSHALA	50	0.9709247678520014
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27137	MADAN BHANDARI SMIRITI SECONDARY SCHOOL	NAYA BANESHWAR	163	1.205478262069754
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27412	ABHISHEK GYAN MANDIR SECONDARY SCHOOL	SINAMANGAL	200	1.3641359085768736
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27049	AMBITION ACADEMY	BANESHWAR	200	0.6962678627201533
27133	ग्लोबल कलेज अफ मेनेजमेन्ट, वासुकीमार्ग, वानेश्वर	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	22	1.9352055713281724
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27076	NASA INTERNATIONAL SECONDARY SCHOOL	GAIRIGAUN	100	0.8571630229517071
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27072	BANESHWAR CAMPUS	SHANTINAGAR	100	0.7818024566609421
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	100	0.7658816217739439
27118	ट्रिटन इन्टरनेशनल मा.वि.,सुविधानगर, तीनकुने	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	63	1.609195257799189
27244	मनोहर मा.वि. गोङ्गबु, महादेवटार	27219	TAKSHASHILA ACADEMY	SAMAKHUSHI	100	0.35821273019435707
27244	मनोहर मा.वि. गोङ्गबु, महादेवटार	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	37	0.47537505713307776
27492	छहारी शिक्षा सदन मा वि, गोकर्णेश्वर, काठमाडौ	27267	EASTPOLE SECONDARY SCHOOL	JORPATI	15	0.22610550044010935
27366	भेनस पब्लिक स्कुल जोरपाटी	27458	ARUNODAYA SECONDARY SCHOOL	GOKARNESHWAR ARUBARI	100	0.41796904612923946
27366	भेनस पब्लिक स्कुल जोरपाटी	27321	WITS ACADEMY	BHUWALDANDA	100	0.7586281081812614
27366	भेनस पब्लिक स्कुल जोरपाटी	27482	ATLANTIC BOARDING SECONDARY SCHOOL	JORPATI	23	1.1647600800011417
27243	शान्ति विद्या गृह मा.वि., लैनचौर	27086	MANMOHAN MEMORIAL COLLEGE	SORAKHUTTA	100	0.46056511964043395
27243	शान्ति विद्या गृह मा.वि., लैनचौर	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	91	0.5590807435281933
27518	सुप्रिम मा.वि, रानीबन	27219	TAKSHASHILA ACADEMY	SAMAKHUSHI	73	0.13897132562078607
27271	एञ्जल हार्ट मा.वि., तारकेश्वर, मनमैजु	27242	MAN SINGH DHARMA SECONDARY SCHOOL	MANAMAIJU	36	0.2587873153420959
